set_id,scenario_id,topology_id,variant,trajectory_method,realization_id,value,ratio,status,runtime_s,variables,rows,nonzeros
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,5,9.041209639481007,0.45206048197405035,optimal,0.5899442970112432,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,6,8.721697558947135,0.43608487794735673,optimal,0.6852154840016738,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,7,9.567392372901082,0.4783696186450541,optimal,0.6712311939918436,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,8,9.627620400677344,0.4813810200338672,optimal,0.6546188729989808,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,9,8.83332579775323,0.44166628988766143,optimal,0.6431420519948006,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,10,9.798944910480582,0.48994724552402913,optimal,0.6572105280065443,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,11,9.560236389919426,0.4780118194959713,optimal,0.652121384977363,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,12,9.01743782352773,0.45087189117638654,optimal,0.6548109840077814,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,13,10.109960307231255,0.5054980153615627,optimal,0.7862196799833328,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,14,9.72486976637825,0.4862434883189125,optimal,0.6871671919943765,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,15,8.737184660986362,0.43685923304931806,optimal,0.6573971630132291,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,16,9.206198811010683,0.46030994055053415,optimal,0.6961632080201525,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,17,8.718585288936595,0.4359292644468297,optimal,0.7280808010254987,21239,39882,130664
sens-alerts20,Cesnet200603-r0,Cesnet200603,trajectory,B1,18,9.052165292297126,0.45260826461485626,optimal,0.6061611949990038,21239,39882,130664
